INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (186, 1, 1, 6, 1000, TO_DATE('2024-01-01','YYYY-MM-DD'), 51.5, 'Agendada', 1, 25.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (197, 4, 4, 15, 1011, TO_DATE('2024-01-04','YYYY-MM-DD'), 60.5, 'Cancelada', 1, 30.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (198, 5, 5, 18, 1012, TO_DATE('2024-01-05','YYYY-MM-DD'), 59.5, 'Agendada', 1, 29.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (199, 5, 5, 18, 1013, TO_DATE('2024-01-05','YYYY-MM-DD'), 61.0, 'Realizada', 1, 30.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (200, 5, 5, 18, 1014, TO_DATE('2024-01-05','YYYY-MM-DD'), 62.5, 'Cancelada', 1, 31.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (201, 6, 6, 21, 1015, TO_DATE('2024-01-06','YYYY-MM-DD'), 61.5, 'Agendada', 1, 30.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (202, 6, 6, 21, 1016, TO_DATE('2024-01-06','YYYY-MM-DD'), 63.0, 'Realizada', 1, 31.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (203, 6, 6, 21, 1017, TO_DATE('2024-01-06','YYYY-MM-DD'), 64.5, 'Cancelada', 1, 32.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (204, 7, 7, 24, 1018, TO_DATE('2024-01-07','YYYY-MM-DD'), 63.5, 'Agendada', 1, 31.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (205, 7, 7, 24, 1019, TO_DATE('2024-01-07','YYYY-MM-DD'), 65.0, 'Realizada', 1, 32.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (206, 7, 7, 24, 1020, TO_DATE('2024-01-07','YYYY-MM-DD'), 66.5, 'Cancelada', 1, 33.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (207, 8, 8, 27, 1021, TO_DATE('2024-01-08','YYYY-MM-DD'), 65.5, 'Agendada', 1, 32.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (208, 8, 8, 27, 1022, TO_DATE('2024-01-08','YYYY-MM-DD'), 67.0, 'Realizada', 1, 33.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (209, 8, 8, 27, 1023, TO_DATE('2024-01-08','YYYY-MM-DD'), 68.5, 'Cancelada', 1, 34.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (210, 9, 9, 30, 1024, TO_DATE('2024-01-09','YYYY-MM-DD'), 67.5, 'Agendada', 1, 33.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (211, 9, 9, 30, 1025, TO_DATE('2024-01-09','YYYY-MM-DD'), 69.0, 'Realizada', 1, 34.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (212, 9, 9, 30, 1026, TO_DATE('2024-01-09','YYYY-MM-DD'), 70.5, 'Cancelada', 1, 35.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (213, 10, 10, 33, 1027, TO_DATE('2024-01-10','YYYY-MM-DD'), 69.5, 'Agendada', 1, 34.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (214, 10, 10, 33, 1028, TO_DATE('2024-01-10','YYYY-MM-DD'), 71.0, 'Realizada', 1, 35.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (215, 10, 10, 33, 1029, TO_DATE('2024-01-10','YYYY-MM-DD'), 72.5, 'Cancelada', 1, 36.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (216, 1, 11, 36, 1030, TO_DATE('2024-01-11','YYYY-MM-DD'), 71.5, 'Agendada', 1, 35.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (217, 1, 11, 36, 1031, TO_DATE('2024-01-11','YYYY-MM-DD'), 73.0, 'Realizada', 1, 36.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (218, 1, 11, 36, 1032, TO_DATE('2024-01-11','YYYY-MM-DD'), 74.5, 'Cancelada', 1, 37.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (219, 2, 12, 39, 1033, TO_DATE('2024-01-12','YYYY-MM-DD'), 73.5, 'Agendada', 1, 36.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (220, 2, 12, 39, 1034, TO_DATE('2024-01-12','YYYY-MM-DD'), 75.0, 'Realizada', 1, 37.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (221, 2, 12, 39, 1035, TO_DATE('2024-01-12','YYYY-MM-DD'), 76.5, 'Cancelada', 1, 38.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (222, 3, 13, 42, 1036, TO_DATE('2024-01-13','YYYY-MM-DD'), 75.5, 'Agendada', 1, 37.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (223, 3, 13, 42, 1037, TO_DATE('2024-01-13','YYYY-MM-DD'), 77.0, 'Realizada', 1, 38.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (224, 3, 13, 42, 1038, TO_DATE('2024-01-13','YYYY-MM-DD'), 78.5, 'Cancelada', 1, 39.25, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (225, 4, 14, 45, 1039, TO_DATE('2024-01-14','YYYY-MM-DD'), 77.5, 'Agendada', 1, 38.75, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
INSERT INTO TB_FTO_CONSULTA (SK_ID_PESSOA, SK_ID_LOJA, SK_ID_ANIMAL, SK_ID_TEMPO, NR_CONSULTA, DT_CONSULTA, VL_TOTAL_CONSULTA, ST_CONSULTA, NR_ITEM_CONSULTA, VL_UNIT_SERVICO, QT_SERVICO, ST_ITEM_SERVICO, VL_DESCONTO, DS_DESCONTO, NM_FONTE_DADOS, DT_CARGA, ID_PROCESSO_ETL) VALUES (226, 4, 14, 45, 1040, TO_DATE('2024-01-14','YYYY-MM-DD'), 79.0, 'Realizada', 1, 39.5, 1, 'P', 0.0, 'Promo', 'Sistema_CONVERTIDO', SYSDATE, 1);
